,index,origin,"country Code, national number",E164 format
7429,86906,+63 926 211 8435,Country Code: 63 National Number: 9262118435,+639262118435
7430,86907,+967 137 344 9390,Country Code: 967 National Number: 1373449390,+9671373449390
7431,86908,+27 995 585 0940,Country Code: 27 National Number: 9955850940,+279955850940
7432,86909,+62 413 333 7659,Country Code: 62 National Number: 4133337659,+624133337659
7433,86910,+351 829 168 3347,Country Code: 351 National Number: 8291683347,+3518291683347
7434,86911,+55 380 489 4716,Country Code: 55 National Number: 3804894716,+553804894716
7435,86913,+228 696 472 1788,Country Code: 228 National Number: 6964721788,+2286964721788
7436,86914,+420 212 137 8169,Country Code: 420 National Number: 2121378169,+4202121378169
7437,86915,+358 689 782 3177,Country Code: 358 National Number: 6897823177,+3586897823177
7438,86916,+386 517 653 1807,Country Code: 386 National Number: 5176531807,+3865176531807
7439,86917,+387 422 129 2472,Country Code: 387 National Number: 4221292472,+3874221292472
7440,86918,+351 361 340 3928,Country Code: 351 National Number: 3613403928,+3513613403928
7441,86919,+55 148 509 4562,Country Code: 55 National Number: 1485094562,+551485094562
7442,86920,+7 285 185 1819,Country Code: 7 National Number: 2851851819,+72851851819
7443,86921,+86 442 974 7174,Country Code: 86 National Number: 4429747174,+864429747174
7444,86922,+86 188 607 9881,Country Code: 86 National Number: 1886079881,+861886079881
7445,86923,+86 884 449 2607,Country Code: 86 National Number: 8844492607,+868844492607
7446,86924,+670 273 736 7428,Country Code: 670 National Number: 2737367428,+6702737367428
7447,86925,+57 885 736 9767,Country Code: 57 National Number: 8857369767,+578857369767
7448,86926,+58 727 283 8588,Country Code: 58 National Number: 7272838588,+587272838588
7449,86927,+63 256 476 5024,Country Code: 63 National Number: 2564765024,+632564765024
7450,86928,+63 210 504 2348,Country Code: 63 National Number: 2105042348,+632105042348
7451,86929,+81 542 259 5512,Country Code: 81 National Number: 5422595512,+815422595512
7452,86930,+998 656 287 6423,Country Code: 998 National Number: 6562876423,+9986562876423
7453,86931,+62 742 263 4410,Country Code: 62 National Number: 7422634410,+627422634410
7454,86933,+220 104 680 6822,Country Code: 220 National Number: 1046806822,+2201046806822
7455,86934,+46 184 758 6495,Country Code: 46 National Number: 1847586495,+461847586495
7456,86935,+62 797 183 6520,Country Code: 62 National Number: 7971836520,+627971836520
7457,86936,+63 896 445 5693,Country Code: 63 National Number: 8964455693,+638964455693
7458,86937,+380 759 276 4289,Country Code: 380 National Number: 7592764289,+3807592764289
7459,86938,+506 268 387 4414,Country Code: 506 National Number: 2683874414,+5062683874414
7460,86939,+381 902 251 5212,Country Code: 381 National Number: 9022515212,+3819022515212
7461,86940,+33 781 677 8978,Country Code: 33 National Number: 7816778978,+337816778978
7462,86941,+63 287 459 5623,Country Code: 63 National Number: 2874595623,+632874595623
7463,86942,+63 856 732 0108,Country Code: 63 National Number: 8567320108,+638567320108
7464,86943,+7 470 217 6030,Country Code: 7 National Number: 4702176030,+74702176030
7465,86944,+48 578 610 2131,Country Code: 48 National Number: 5786102131,+485786102131
7466,86945,+7 918 766 9034,Country Code: 7 National Number: 9187669034,+79187669034
7467,86946,+62 786 406 7770,Country Code: 62 National Number: 7864067770,+627864067770
7468,86947,+33 563 813 5503,Country Code: 33 National Number: 5638135503,+335638135503
7469,86948,+33 604 813 9424,Country Code: 33 National Number: 6048139424,+336048139424
7470,86949,+598 635 120 5093,Country Code: 598 National Number: 6351205093,+5986351205093
7471,86950,+62 552 221 8342,Country Code: 62 National Number: 5522218342,+625522218342
7472,86951,+54 872 871 0620,Country Code: 54 National Number: 8728710620,+548728710620
7473,86953,+62 470 624 7812,Country Code: 62 National Number: 4706247812,+624706247812
7474,86954,+82 409 454 8135,Country Code: 82 National Number: 4094548135,+824094548135
7475,86955,+387 435 730 4491,Country Code: 387 National Number: 4357304491,+3874357304491
7476,86956,+358 412 875 8509,Country Code: 358 National Number: 4128758509,+3584128758509
7477,86957,+30 745 217 6546,Country Code: 30 National Number: 7452176546,+307452176546
7478,86958,+963 469 805 4862,Country Code: 963 National Number: 4698054862,+9634698054862
7479,86959,+86 737 681 9073,Country Code: 86 National Number: 7376819073,+867376819073
7480,86960,+358 801 275 8714,Country Code: 358 National Number: 8012758714,+3588012758714
7481,86961,+62 184 976 0400,Country Code: 62 National Number: 1849760400,+621849760400
7482,86962,+1 139 568 3798,Country Code: 1 National Number: 1395683798,+11395683798
7483,86963,+44 897 973 8399,Country Code: 44 National Number: 8979738399,+448979738399
7484,86964,+380 341 326 6849,Country Code: 380 National Number: 3413266849,+3803413266849
7485,86965,+86 391 912 8605,Country Code: 86 National Number: 3919128605,+863919128605
7486,86966,+81 643 980 4650,Country Code: 81 National Number: 6439804650,+816439804650
7487,86967,+7 774 224 9032,Country Code: 7 National Number: 7742249032,+77742249032
7488,86968,+62 846 869 0476,Country Code: 62 National Number: 8468690476,+628468690476
7489,86969,+355 493 604 2693,Country Code: 355 National Number: 4936042693,+3554936042693
7490,86970,+375 824 283 9267,Country Code: 375 National Number: 242839267,+375242839267
7491,86971,+86 413 325 6420,Country Code: 86 National Number: 4133256420,+864133256420
7492,86972,+7 951 827 3238,Country Code: 7 National Number: 9518273238,+79518273238
7493,86973,+86 763 969 1675,Country Code: 86 National Number: 7639691675,+867639691675
7494,86974,+33 647 997 7738,Country Code: 33 National Number: 6479977738,+336479977738
7495,86975,+30 782 750 8226,Country Code: 30 National Number: 7827508226,+307827508226
7496,86976,+504 644 939 0129,Country Code: 504 National Number: 6449390129,+5046449390129
7497,86977,+86 391 565 7874,Country Code: 86 National Number: 3915657874,+863915657874
7498,86978,+380 457 952 6766,Country Code: 380 National Number: 4579526766,+3804579526766
7499,86980,+7 889 571 3053,Country Code: 7 National Number: 8895713053,+78895713053
7500,86981,+55 403 102 1925,Country Code: 55 National Number: 4031021925,+554031021925
7501,86982,+62 176 159 6539,Country Code: 62 National Number: 1761596539,+621761596539
7502,86984,+62 403 800 6593,Country Code: 62 National Number: 4038006593,+624038006593
7503,86985,+1 615 711 3824,Country Code: 1 National Number: 6157113824,+16157113824
7504,86986,+63 347 563 7942,Country Code: 63 National Number: 3475637942,+633475637942
7505,86987,+62 834 269 0130,Country Code: 62 National Number: 8342690130,+628342690130
7506,86988,+86 976 676 3919,Country Code: 86 National Number: 9766763919,+869766763919
7507,86990,+62 797 909 3954,Country Code: 62 National Number: 7979093954,+627979093954
7508,86991,+86 731 472 9228,Country Code: 86 National Number: 7314729228,+867314729228
7509,86992,+63 593 396 9402,Country Code: 63 National Number: 5933969402,+635933969402
7510,86993,+46 956 118 1013,Country Code: 46 National Number: 9561181013,+469561181013
7511,86994,+389 521 470 7591,Country Code: 389 National Number: 5214707591,+3895214707591
7512,86995,+81 162 602 8452,Country Code: 81 National Number: 1626028452,+811626028452
7513,86996,+1 516 636 4609,Country Code: 1 National Number: 5166364609,+15166364609
7514,86997,+420 403 621 3989,Country Code: 420 National Number: 4036213989,+4204036213989
7515,86998,+62 612 636 3434,Country Code: 62 National Number: 6126363434,+626126363434
7516,87000,+55 312 897 8855,Country Code: 55 National Number: 3128978855,+553128978855
7517,87001,+55 855 598 1569,Country Code: 55 National Number: 8555981569,+558555981569
7518,87002,+380 721 345 8535,Country Code: 380 National Number: 7213458535,+3807213458535
7519,87003,+62 760 866 5115,Country Code: 62 National Number: 7608665115,+627608665115
7520,87005,+52 464 609 4167,Country Code: 52 National Number: 4646094167,+524646094167
7521,87006,+86 485 363 5860,Country Code: 86 National Number: 4853635860,+864853635860
7522,87007,+61 437 701 4945,Country Code: 61 National Number: 4377014945,+614377014945
7523,87008,+351 615 571 8103,Country Code: 351 National Number: 6155718103,+3516155718103
7524,87009,+86 807 222 5180,Country Code: 86 National Number: 8072225180,+868072225180
7525,87010,+86 978 444 5000,Country Code: 86 National Number: 9784445000,+869784445000
7526,87011,+1 176 952 1582,Country Code: 1 National Number: 1769521582,+11769521582
7527,87012,+86 316 963 4236,Country Code: 86 National Number: 3169634236,+863169634236
7528,87013,+62 589 368 7514,Country Code: 62 National Number: 5893687514,+625893687514
7529,87014,+48 126 531 6912,Country Code: 48 National Number: 1265316912,+481265316912
7530,87015,+48 567 717 2408,Country Code: 48 National Number: 5677172408,+485677172408
7531,87016,+62 487 947 1858,Country Code: 62 National Number: 4879471858,+624879471858
7532,87017,+86 515 790 3587,Country Code: 86 National Number: 5157903587,+865157903587
7533,87018,+30 727 195 3754,Country Code: 30 National Number: 7271953754,+307271953754
7534,87020,+52 572 241 5503,Country Code: 52 National Number: 5722415503,+525722415503
7535,87021,+46 198 322 2812,Country Code: 46 National Number: 1983222812,+461983222812
7536,87022,+92 370 427 6270,Country Code: 92 National Number: 3704276270,+923704276270
7537,87023,+1 604 349 0028,Country Code: 1 National Number: 6043490028,+16043490028
7538,87024,+86 607 318 7757,Country Code: 86 National Number: 6073187757,+866073187757
7539,87025,+86 601 441 7320,Country Code: 86 National Number: 6014417320,+866014417320
7540,87026,+86 145 709 0493,Country Code: 86 National Number: 1457090493,+861457090493
7541,87027,+47 599 123 2605,Country Code: 47 National Number: 5991232605,+475991232605
7542,87028,+47 787 263 5416,Country Code: 47 National Number: 7872635416,+477872635416
7543,87029,+48 714 904 2819,Country Code: 48 National Number: 7149042819,+487149042819
7544,87030,+30 435 558 4324,Country Code: 30 National Number: 4355584324,+304355584324
7545,87031,+57 419 411 8918,Country Code: 57 National Number: 4194118918,+574194118918
7546,87032,+63 873 749 7172,Country Code: 63 National Number: 8737497172,+638737497172
7547,87033,+975 851 809 0810,Country Code: 975 National Number: 8518090810,+9758518090810
7548,87034,+351 688 929 5419,Country Code: 351 National Number: 6889295419,+3516889295419
7549,87035,+81 357 711 1009,Country Code: 81 National Number: 3577111009,+813577111009
7550,87036,+595 517 995 9952,Country Code: 595 National Number: 5179959952,+5955179959952
7551,87037,+48 768 591 1943,Country Code: 48 National Number: 7685911943,+487685911943
7552,87038,+86 420 646 1929,Country Code: 86 National Number: 4206461929,+864206461929
7553,87039,+1 594 520 1433,Country Code: 1 National Number: 5945201433,+15945201433
7554,87040,+86 661 127 7304,Country Code: 86 National Number: 6611277304,+866611277304
7555,87041,+46 880 131 3903,Country Code: 46 National Number: 8801313903,+468801313903
7556,87042,+86 309 183 5379,Country Code: 86 National Number: 3091835379,+863091835379
7557,87043,+54 353 229 1132,Country Code: 54 National Number: 3532291132,+543532291132
7558,87044,+81 666 939 6995,Country Code: 81 National Number: 6669396995,+816669396995
7559,87045,+93 378 237 6987,Country Code: 93 National Number: 3782376987,+933782376987
7560,87046,+269 570 806 9966,Country Code: 269 National Number: 5708069966,+2695708069966
7561,87047,+385 299 971 1171,Country Code: 385 National Number: 2999711171,+3852999711171
7562,87048,+57 842 227 9529,Country Code: 57 National Number: 8422279529,+578422279529
7563,87049,+850 942 499 2267,Country Code: 850 National Number: 9424992267,+8509424992267
7564,87050,+86 581 251 3824,Country Code: 86 National Number: 5812513824,+865812513824
7565,87051,+380 126 413 1462,Country Code: 380 National Number: 1264131462,+3801264131462
7566,87052,+56 619 170 3279,Country Code: 56 National Number: 6191703279,+566191703279
7567,87053,+86 815 840 9912,Country Code: 86 National Number: 8158409912,+868158409912
7568,87054,+46 398 674 9251,Country Code: 46 National Number: 3986749251,+463986749251
7569,87055,+7 641 163 2845,Country Code: 7 National Number: 6411632845,+76411632845
7570,87056,+27 470 302 7107,Country Code: 27 National Number: 4703027107,+274703027107
7571,87057,+33 937 861 5738,Country Code: 33 National Number: 9378615738,+339378615738
7572,87058,+86 570 602 9249,Country Code: 86 National Number: 5706029249,+865706029249
7573,87059,+380 445 647 3832,Country Code: 380 National Number: 4456473832,+3804456473832
7574,87060,+62 393 820 1534,Country Code: 62 National Number: 3938201534,+623938201534
7575,87061,+27 517 585 2666,Country Code: 27 National Number: 5175852666,+275175852666
7576,87062,+86 945 930 2890,Country Code: 86 National Number: 9459302890,+869459302890
7577,87063,+690 430 280 1493,Country Code: 690 National Number: 4302801493,+6904302801493
7578,87064,+359 992 503 7399,Country Code: 359 National Number: 9925037399,+3599925037399
7579,87065,+30 499 609 9461,Country Code: 30 National Number: 4996099461,+304996099461
7580,87066,+63 555 514 4546,Country Code: 63 National Number: 5555144546,+635555144546
7581,87067,+48 415 171 7383,Country Code: 48 National Number: 4151717383,+484151717383
7582,87068,+218 404 192 6349,Country Code: 218 National Number: 4041926349,+2184041926349
7583,87069,+86 371 374 7775,Country Code: 86 National Number: 3713747775,+863713747775
7584,87071,+234 467 829 4466,Country Code: 234 National Number: 4678294466,+2344678294466
7585,87072,+63 581 556 3552,Country Code: 63 National Number: 5815563552,+635815563552
7586,87073,+33 243 491 1165,Country Code: 33 National Number: 2434911165,+332434911165
7587,87075,+63 731 999 8625,Country Code: 63 National Number: 7319998625,+637319998625
7588,87076,+1 766 784 2702,Country Code: 1 National Number: 7667842702,+17667842702
7589,87077,+48 291 665 2776,Country Code: 48 National Number: 2916652776,+482916652776
7590,87078,+7 356 331 1441,Country Code: 7 National Number: 3563311441,+73563311441
7591,87079,+374 955 969 7089,Country Code: 374 National Number: 9559697089,+3749559697089
7592,87080,+55 542 392 6934,Country Code: 55 National Number: 5423926934,+555423926934
7593,87081,+98 547 132 1235,Country Code: 98 National Number: 5471321235,+985471321235
7594,87082,+856 518 349 9219,Country Code: 856 National Number: 5183499219,+8565183499219
7595,87083,+52 688 714 8382,Country Code: 52 National Number: 6887148382,+526887148382
7596,87084,+46 255 894 6164,Country Code: 46 National Number: 2558946164,+462558946164
